-0.007268316,0.051871901
0.084690309,-0.012598342
0.001572884,0.019919824
-0.017975209,0.041368
0.034822513,0.092028837
0.011313982,-0.026974168
0.001998329,0.01591631
-0.018510087,0.180587427
-0.012205183,0.031892011
-0.02922273,0.030937008
-0.011179424,0.039018964
0.027480563,0.020042426
0.030425912,0.202291273
0.08635937,0.091217023
-0.041034216,0.088241812
0.083788748,-0.085947853
0.033162668,0.211425917
-0.040267405,-0.009286026
0.099792585,-0.03258815
-0.007734451,0.084375586
0.000452734,0.059652519
0.027911427,0.038543348
0.021997269,0.005587474
-0.099813073,0.140495172
-0.092284796,0.046717162
0.123180195,-0.053982376
3.54E-02,0.144400326
0.135512925,0.083245403
0.014515085,-0.031219804
0.046007018,0.046349274
-0.01485964,0.116722819
0.02245893,0.063702679
-0.040511312,0.109603501
-0.0185017,0.059625266
0.058229139,0.186845312
0.014026964,0.122480903
0.008295088,0.116711391
-0.021648213,0.065174526
0.015612168,0.206198548
-0.006255693,0.097166031
0.125565269,0.066843433
0.077241139,0.082299401
0.03943108,0.147756017
0.082993796,0.126895759
0.004935013,0.127707432
0.116729531,0.258803246
0.066527365,0.214298431
-0.001775791,0.167449037
0.117889251,0.158495534
0.026977935,0.082947807
0.15590184,0.172247846
0.0988749,0.262914761
0.043182187,0.11663236
0.049426228,0.068625185
-0.003362166,0.181185442
0.0452506,0.276806257
0.103277856,0.188152432
0.084176448,0.200237811
0.074672268,0.182066095
0.006077063,0.233980262
0.075607769,0.122798943
0.018738546,0.176046028
0.008091248,0.209250223
0.069346564,0.137502958
0.175606491,0.082673477
0.038031806,0.255919601
0.167501442,0.145916039
0.031414113,0.319254089
0.089977697,0.157977674
0.087137888,0.123238158
-0.023017258,0.256380072
-0.038217181,0.20141192
0.145024635,0.171965775
0.212792633,0.300120377
-0.022469088,0.292553381
-0.012794698,0.168538317
0.192229613,0.300327745
0.199849847,0.317799675
0.095337836,0.338018646
-0.022078241,0.27969361
0.054888235,0.255293757
0.149168762,0.350977181
0.053540054,0.201030058
0.071191105,0.304596627
0.076271506,0.25831317
0.130077302,0.225910392
0.141135143,0.311089285
0.073425102,0.380624636
-0.021107945,0.363685986
0.088291876,0.202854064
0.109332027,0.211176824
0.23584698,0.322633436
-0.020942638,0.24290355
0.093477223,0.262934453
0.125757459,0.177310576
0.157358231,0.200644559
0.030967988,0.254567558
0.250812873,0.276852657
0.179719893,0.245276725
0.093881916,0.403442619
0.069290661,0.359274518
0.151127499,0.344976917
0.044840312,0.298523588
0.140177358,0.298489269
0.080463284,0.440843716
0.149332007,0.347494337
0.050989859,0.362777381
0.007118702,0.379087919
0.148014931,0.347324084
0.20369151,0.291158872
0.220027205,0.340171118
0.081259447,0.442891054
0.000432762,0.277936567
0.109808789,0.429617203
0.147452688,0.381510021
0.090203064,0.166269129
0.020036105,0.363791196
0.118096856,0.430566614
0.150685371,0.41408101
0.144360479,0.346864205
0.148722372,0.408996416
0.097642501,0.391210914
0.176404749,0.35854642
0.074585519,0.498142092
0.076919451,0.561613453
0.134475765,0.336743618
0.08994255,0.336320481
0.148347996,0.372607073
0.10473408,0.385281784
0.174477591,0.45288719
0.085116528,0.306429253
0.061226032,0.342962243
0.091989788,0.329134636
0.094930079,0.422662243
0.172216257,0.414533365
0.173106746,0.361509339
0.100564425,0.394348698
0.089537704,0.398593518
0.129470927,0.354769724
0.249868914,0.505996445
0.223106595,0.482691657
0.093526958,0.455973586
0.150117328,0.464191758
0.240575382,0.401844236
0.209447998,0.473930439
0.176517084,0.433717685
0.068659117,0.419940834
0.094061087,0.426813411
0.256018665,0.357452879
0.107591352,0.510964327
0.076639498,0.527963619
0.192719894,0.522510609
0.251496336,0.516522454
0.041932528,0.469845154
0.20587877,0.293787014
0.113678134,0.462636014
0.153642229,0.549015775
0.131149439,0.449178069
0.135675076,0.461949302
0.045989001,0.530055544
0.161853288,0.500512717
0.160373884,0.448748221
0.170118258,0.607124862
0.190221539,0.49178495
0.25342866,0.541841336
0.152142373,0.466184071
0.127687749,0.467389669
0.062400971,0.478277122
0.112967157,0.737226008
0.077788108,0.495747818
0.128837882,0.50261504
0.189427508,0.590816965
0.260549809,0.472269076
0.182143986,0.486619101
0.126107719,0.599349225
0.258601005,0.515718294
0.177540236,0.484078426
0.207500547,0.470541655
0.076623029,0.598756501
0.205893206,0.53892551
0.235004392,0.530666793
0.117749657,0.617776083
0.051054144,0.551389079
0.320584777,0.463728931
0.185389872,0.51151027
0.286495198,0.548157802
0.214908711,0.531562833
0.174918654,0.679330173
0.240937407,0.663419304
0.18704302,0.567973795
0.245713172,0.595461347
0.148624443,0.513649877
