0,1.090153958,-0.135758131
0,1.083165956,-0.130874096
0,1.10972789,-0.191386387
0,1.071506961,-0.192430983
0,1.068266647,-0.221880454
0,1.097495354,-0.219659327
0,1.101303289,-0.226591608
0,1.11367769,-0.209229339
0,1.111799016,-0.239955437
0,1.056480816,-0.223033895
0,1.121920002,-0.220341424
0,1.083398533,-0.233233389
0,1.097549925,-0.260175125
0,1.095928055,-0.261229445
0,1.107044089,-0.248269186
0,1.045173737,-0.289359854
0,1.053084892,-0.276109069
0,1.023668284,-0.288560572
0,1.125744638,-0.277947318
0,1.13834571,-0.297479947
0,1.081866257,-0.358078099
0,1.179066002,-0.300293778
0,1.133967959,-0.298929701
0,1.092379682,-0.330532786
0,1.030264307,-0.357076545
0,1.095275288,-0.352655758
0,1.13182702,-0.325039495
0,1.096814879,-0.380182291
0,1.137453624,-0.352945802
0,1.126024872,-0.346030681
0,1.114415245,-0.340789223
0,1.126838321,-0.366724859
0,1.090057604,-0.372763407
0,1.151505922,-0.392041833
0,1.138032298,-0.36653467
0,1.22791755,-0.412927403
0,1.123880999,-0.41004526
0,1.086010912,-0.3973955
0,1.143762535,-0.419522766
0,1.134651409,-0.417446987
0,1.128933776,-0.445693574
0,1.118421122,-0.453290258
0,1.162967358,-0.432232373
0,1.15384151,-0.458147488
0,1.081009844,-0.441265033
0,1.166783485,-0.414075959
0,1.09535029,-0.445083949
0,1.156755417,-0.45819537
0,1.150681831,-0.40681147
0,1.121260751,-0.464662214
0,1.171253628,-0.535539766
0,1.173164197,-0.438012847
0,1.153394976,-0.495988287
0,1.120313678,-0.483635765
0,1.197096627,-0.535907636
0,1.127457023,-0.521635802
0,1.172881834,-0.475419151
0,1.188861702,-0.516907219
0,1.148692659,-0.517990369
0,1.192166006,-0.546828171
0,1.184900065,-0.522407382
0,1.219798023,-0.489142875
0,1.126103007,-0.508287529
0,1.164515476,-0.585766173
0,1.16780852,-0.565966475
0,1.197372609,-0.563348373
0,1.149436491,-0.572531339
0,1.134781175,-0.519799469
0,1.174689469,-0.551570343
0,1.216018675,-0.5972051
0,1.152182784,-0.628637516
0,1.224210291,-0.59137551
0,1.233886891,-0.606894082
